2020-05-10 20:12:26.886733,28-0316a27935e9,28.75
2020-05-10 20:12:33.062783,28-0316a27935e9,28.75
2020-05-10 20:12:36.309882,28-0316a27935e9,28.812
2020-05-10 20:12:39.561849,28-0316a27935e9,28.812
2020-05-10 20:12:42.805605,28-0316a27935e9,28.812
2020-05-10 20:12:46.043523,28-0316a27935e9,28.812
2020-05-10 20:12:49.265713,28-0316a27935e9,28.875
2020-05-10 20:12:52.548374,28-0316a27935e9,28.875
2020-05-10 20:12:55.832647,28-0316a27935e9,28.875
2020-05-10 20:12:59.115844,28-0316a27935e9,28.812
2020-05-10 20:13:02.405642,28-0316a27935e9,28.875
2020-05-10 20:13:05.675588,28-0316a27935e9,28.812
2020-05-10 20:13:08.957308,28-0316a27935e9,28.875
2020-05-10 20:13:12.225858,28-0316a27935e9,28.812
2020-05-10 20:13:15.499612,28-0316a27935e9,28.812
2020-05-10 20:13:18.706328,28-0316a27935e9,28.875
2020-05-10 20:13:21.986532,28-0316a27935e9,28.875
2020-05-10 20:13:25.280595,28-0316a27935e9,28.812
2020-05-10 20:13:28.535179,28-0316a27935e9,28.812
2020-05-10 20:13:31.753881,28-0316a27935e9,28.875
2020-05-10 20:13:35.036693,28-0316a27935e9,28.812
2020-05-10 20:13:38.300867,28-0316a27935e9,28.812
2020-05-10 20:13:41.494568,28-0316a27935e9,28.875
2020-05-10 20:13:44.688432,28-0316a27935e9,28.875
2020-05-10 20:13:47.907033,28-0316a27935e9,28.812
2020-05-10 20:13:51.189340,28-0316a27935e9,28.812
2020-05-10 20:13:54.449525,28-0316a27935e9,28.812
2020-05-10 20:13:57.667446,28-0316a27935e9,28.812
2020-05-10 20:14:00.966797,28-0316a27935e9,28.875
2020-05-10 20:14:04.227257,28-0316a27935e9,28.812
2020-05-10 20:14:07.492103,28-0316a27935e9,28.812
2020-05-10 20:14:10.687969,28-0316a27935e9,28.812
2020-05-10 20:14:13.929349,28-0316a27935e9,28.812
2020-05-10 20:14:17.185051,28-0316a27935e9,28.812
2020-05-10 20:14:20.466998,28-0316a27935e9,28.875
2020-05-10 20:14:23.737564,28-0316a27935e9,28.812
2020-05-10 20:14:26.947042,28-0316a27935e9,28.812
2020-05-10 20:14:30.228656,28-0316a27935e9,28.812
2020-05-10 20:14:33.499848,28-0316a27935e9,28.812
2020-05-10 20:14:36.692938,28-0316a27935e9,28.812
2020-05-10 20:14:39.924081,28-0316a27935e9,28.812
2020-05-10 20:14:43.190995,28-0316a27935e9,28.875
2020-05-10 20:14:46.484921,28-0316a27935e9,28.875
2020-05-10 20:14:49.734270,28-0316a27935e9,28.812
2020-05-10 20:14:52.958073,28-0316a27935e9,28.875
2020-05-10 20:14:56.248871,28-0316a27935e9,28.875
2020-05-10 20:14:59.500486,28-0316a27935e9,28.875
2020-05-10 20:15:02.691063,28-0316a27935e9,28.875
2020-05-10 20:15:05.900896,28-0316a27935e9,28.812
2020-05-10 20:15:09.108661,28-0316a27935e9,28.875
2020-05-10 20:15:12.387834,28-0316a27935e9,28.875
2020-05-10 20:15:15.645947,28-0316a27935e9,28.875
2020-05-10 20:15:18.868944,28-0316a27935e9,28.875
2020-05-10 20:15:22.168436,28-0316a27935e9,28.875
2020-05-10 20:15:25.407432,28-0316a27935e9,28.812
2020-05-10 20:15:28.706830,28-0316a27935e9,28.875
2020-05-10 20:15:31.978045,28-0316a27935e9,28.875
2020-05-10 20:15:35.185631,28-0316a27935e9,28.812
2020-05-10 20:15:38.445612,28-0316a27935e9,28.875
2020-05-10 20:15:41.658700,28-0316a27935e9,28.875
2020-05-10 20:15:44.865793,28-0316a27935e9,28.875
2020-05-10 20:15:48.143089,28-0316a27935e9,28.812
2020-05-10 20:15:51.428917,28-0316a27935e9,28.875
2020-05-10 20:15:54.701636,28-0316a27935e9,28.812
2020-05-10 20:15:57.898935,28-0316a27935e9,28.812
2020-05-10 20:16:01.113042,28-0316a27935e9,28.875
2020-05-10 20:16:04.396396,28-0316a27935e9,28.875
2020-05-10 20:16:07.656437,28-0316a27935e9,28.812
2020-05-10 20:16:10.873434,28-0316a27935e9,28.875
2020-05-10 20:16:14.137666,28-0316a27935e9,28.875
2020-05-10 20:16:17.344309,28-0316a27935e9,28.812
2020-05-10 20:16:20.608676,28-0316a27935e9,28.875
2020-05-10 20:16:23.808272,28-0316a27935e9,28.812
2020-05-10 20:16:27.033058,28-0316a27935e9,28.812
